userName,score,at,content
Muhammad Maulana,1,2024-04-18 13:45:16,"tiba tiba ke logout sendiri, nyebelin banget soalnya lagi badmood, dan juga tiktok spek nya ngalahin game berat, buka aja ngelag, lucu."
Putri Crp,3,2024-04-18 11:37:27,Kenapa saya beri bintang 3 karena 1)Kalo masuk tiba tiba di keluarkan 2)Sering ngelag pas baru di buka 3)Banyak update tan 4)Lama kalo buka Sekian terimakasih Tolong di perbaiki lagi saya kesal kalo sering keluar sendiri dari tiktok
Nisa Nisa,4,2024-04-18 07:28:27,"aplikasi nya udah bagus, tapi aku ada keluhan, ini kenapa ya pas aku update mlh pas mau buka tiktok itu loading nya lama bangett gambar yg muncul cuma logo tiktok nya doang. itu kenapa ya? aku mau make tiktok jadi hrus nunggu lama, apa itu karena memori ? keluhan ku cuma itu aja sisanya udah baguss. klo aku udh bs pake tiktok nya lagi bkl ku kasih bintang 5."
Rus Julianto,5,2024-04-17 23:49:33,"Tiktok shop awalnya sangatlah bagus, sellernya jg bagus jika ada pesanan langsung dikirim. Tapi kenapa sekarang2 ini kok pelayanan dari penjual buruk sekali ya. Saya harap tiktok bisa memanage dan memilah penjualnya dari sisi pelayanan, jgn seperti platform yg lain. Saya menilai bukan dari sisi apk nya, tapi dari sisi penjual.Terima kasih."
Annisa Amalia,1,2024-04-17 23:01:12,"Setelah di update Aplikasi tidak bisa dibuka, stuck di logo, saya sangat menyesal update aplikasinya, tidak bisa dibuka, hp jadi hang terus ketika buka tiktok. Mohon segera di perbaiki !!!"
Mohammad Farrel Ferdiansyah,1,2024-04-17 21:29:16,"Ngeleg dan banyak konten konten sensitif, seperti dalam pencarian, ketika ketik nama orang/ngasal, langsung keluar video yang sangat tidak pantas ditunjukkan oleh para anak-anak, apalagi sekarang teknologi sudah canggih, jadi mohon diblokir dan dihapus video-video dan akun yang mengandung konten-konten seperti itu, terimakasih tiktok."
jefanya,2,2024-04-17 21:19:46,"ini tiktok kenapa sih, kalo mau foto² baru aja satu kali foto udah gelap aja suka tiba² lag, padahal jaringannya bagus, penyimpanan kosong, udah beberapa kali di uninstall tapi lag lagi lag lagi aneh, trs pas mau simpan fotonya jadi ada watermark nya, asalnya tidak ada"
SHANIA ADELE LETSOIN,5,2024-04-17 21:18:02,Aplikasi nya cukup bagus dan juga konten nya banyak dan memuaskan tapi ada beberapa yg harus di perbaiki 1. Setiap mau masuk tiktok pasti selalu keluar masuk 2. Setiap mau daftar akun pasti gk bisa terus padahal udah di coba berulang-ulang kali 3. Setiap mau nonton konten pasti ngeleg padahal data/wifi sudah aku nyalakan
Dedi Arie,3,2024-04-17 19:38:24,Tolong tambah fitur hapus pesan secara instan. Untuk lain nya sangat bagis sekali. Tapi kekurangngan nya. Kalo menghapus pesan harus satu persatu. Kan capek sayanya. Tolong di tingkatkan lagi. Terimakasih sebelum nya🙏
Oppo A18,2,2024-04-17 19:25:10,"Apk ny udh bagus tapi knp pas di setiap mau edit profil trus pas udh selesai pasti selalu ada tulisan ""hanya boleh menggunakan garis bawah titik "" knp sih gitu amat dh"
Chrisantus Legio,1,2024-04-17 17:47:16,"Aplikasinya bagus tapi ngebug nya kek mana?! Plis untuk tiktok kenapa setiap ingin membuat akun baru kenapa selalu disaat saya disuruh untuk menaruh ttl saya selalu saja tidak bisa,, emang situ tau ttl saya??? Tidak kan! Maka itu dia diper mohonkan supaya bug ini segera fix klo tidak ini akan menjadi aplikasi aneh"
Citra Dewi,3,2024-04-17 15:52:44,"Over all bagus sih cmn masalahnya setiap upload video selalu terkompresi dan tidak ada fitur unggah kualitas tinggi, padahal kmrn itu ada"
IU Kim,1,2024-04-17 15:28:41,Kecewa banget. Cancel barang yg nggak jd dibeli udah di bayar dan pengajuan pengembalian dana. Tapi uang pengembalian dana belum masuk ke rekening. Katanya sudah di transfer.sata cek mutasi di bank saya tidak ada uang masuk dari tiktok. Sudah chat seller dan cs tidak ada respon. Banyak juga yang sama seperti saya
Saoqi Ramadhan,5,2024-04-17 11:36:11,Aplikasi nya sudah bagus apalagi dgn menonton bisa mendapatkan uang tapi ada satu fitur yang membuat saya merasa tidak puas yaitu dangan fitur untuk menarik saldo tolong di ganti agar bisa menarik saldo dengan jumlah berapapun.... Sekali lagi saya ucapkan terimakasih
Saras dewi,1,2024-04-17 10:46:11,"Semakin kesini semakin jelek, Tidak dapat d akses , buka tik tok lewat playsotre juga gak bisa masuk.. Sampek heran saya."
Darren Zio Erlingga,3,2024-04-17 10:21:38,"Sudah bagus hanya setelah 1 jam tiktok tidak bisa di pakai selama 5 menit Saran aku fitur itu gak usah ada soalnya suka kesel banget gara gara lagi asik, lagi rame nontonnya tiba tiba ada notif gitu tolong di hilangkan Tapi secara fitur sudah bagus hanya itu saja yang harus di perbaiki"
Bebob Tinaa,1,2024-04-17 08:50:32,"kenapa harus stuck logo sih, mana udah 7x un dan 7x juga draf ilang semua, gimana ini caranya biar gak stuck logo lagi, kasi saran supaya bisa ini gamau ilang draf lagi udah kesekian kalinya, di update udah ngikutin setiap update tan terbaru tapi masih tetep nge stuck di logo, minta torong saran, soalnya di draf banyak kenangannya, kalo udah gak stuck tak kasi bintang 5, makasihh"
Wildan Khairul Umam,4,2024-04-17 07:25:35,Kenapa ya tiktok saya saat mau mengunggah foto/video hanya terbaca 600 file saja. Padahal dulu bisa semua foto dan video terbaca? Mohon jawabnya min
Sridevi 679,2,2024-04-17 06:07:17,"Tolonglah,apilkasihnya udah bagus tetapi mau mendaftar tanggal lahir tidak bisa di gunakan dan menerus tidak dapat memenuhi pesaratan,tolong di perbaiki lagi"
vely najwa,3,2024-04-17 05:56:11,"Ini aplikasinya bagu,tapi kenapa terkadang lagi nonton vidio langsung keluar sendiri dari tiktok nya terus ga bisa di buka lagi tiktok nya itu kenapa??"
Arya_Y0 7,3,2024-04-17 05:28:04,"Kenapa hanya beberapa orang saja yang mendapatkan fitur download vid tiktok offline, di akun saya tidak ada fitur tersebut. Mohon untuk tiktok agar bisa membuat fitur itu muncul di hp saya dan orang-orang lainnya"
Kelvin Aditya,3,2024-04-16 22:48:58,Menurut saya sih bagus cuma ada bug yang lumayan mengganggu yaitu 1.semua postingan yang kita lihat likenya 0. 2.followers orang 0 semua. 3.Tidak bisa like semua video. Mungkin itu saja yang dapat saya sampaikan dan semoga cepat di perbaiki ya😉
DINA NURJANNAH,3,2024-04-16 22:28:38,"mengapa tiktok sekarang sangat kurang ya? yang dulunya vidio yg ada di draf bisa d simpan ke galeri sekarang sudah tidak bisa, lalu jika sedang offline ingin membuka draf tidak bisa karna harus menggunakan jaringan internet, tolong kembalikan fitur yang dulu.."
Erika Ayuni,2,2024-04-16 22:14:29,Tiktok sekarang sering ngebug. Tiap buka tiktok pasti selalu auto keluar sendiri. Padahal baru di update tapi kok makin parah
Fira Sulistiani,3,2024-04-16 21:59:49,Ngapsih setelah diperbarui fitur foto atau video di tik tok ada logo pas nyimpan tik tok nya kan jadi jelek tolong dong diubah lagi kayak dulu jangan kek gtu ada logonya🙏minta tolong banget di perbaiki lagi
Bang Ke,2,2024-04-16 21:16:48,"saya adalah salah satu konten kreator yang sedang berjuang untuk membuat konten setiap hari nya, namun sering kali rasa kesal timbul saat melihat postingan yang sudah di post di akun Tik tok saya, bahwa video yang saya posting seringkali ada pemberitahuan ""VIDEO ANDA TIDAK MEMENUHI SYARAT UNTUK DIREKOMENDASUKAN DI FEED UNTUK ANDA"". saya memang mengaku menggunakan video download dari akun media sosial lain berupa video berita, namun sebelum saya post kembali saya udah edit terlebuh dahulu."
Miftahul Khoiriyah,3,2024-04-16 20:42:26,"emg sih bagus, tapi aku kurangin 2 bintang yaa tok, soalnya fitur slide nya suka hilang, aku mau buat pov pun payah, tolong ya tok, kembalikan fitur nya kalau lama lama aku gak suka kali sama tiktok"
Aisha Karimah,5,2024-04-16 16:52:06,"Apk ini sangat bagus, di rekomendasikan untuk kalian yang bosan. Apk ini juga tidak ada lag nya, sangat amat keren ya, semangat terus ya garena, semoga bisa update lagi biar bisa collab sama Cherrybelle"
Aisyah Krisanty,3,2024-04-16 16:26:27,"buat konten di tiktoknya si ya bagus lah, ngehibur. tpi saran aja buat developer, tiktok shop bener2 worth it bgt, syg nya ga semua org tinggalnya ditempat yg mudah dijangkau + ga sllu ada di rumah, jdi tolong buat fitur bayar melalu ind*mart atau alf*mart nya jgn diadain pas event tertentu aja. tpi di stay in disitu, ga semua org bisa COD. kasian kurir juga klo emg ga ada org samsek, apalgi sampe ga dibayar."
Nabila Febriana,1,2024-04-16 16:20:43,"sinyal tiktok gajelas,untuk buka aplikasi lain lancar di tiktok sedikit ngelag,,trus pas mau rating pesanan bener"" bikin emosi,,jaringannya sama sekali gaada seketika hp jadi gaguna kalo mau pesan&ngerating"
Cristiano Ronaldo,4,2024-04-16 15:46:44,Sebenarnya sudah bagus apk nya gue bikin video juga lancar tapi ada 1 masalah yang harus dibantu oleh tiktok masalahnya ada peringatan pengaturan ini telah dibatasi oleh tiktok untuk melindungi privasi anda jadi saya mohon dihilangkan peringatan ini dan supaya saya bisa mengaktifkan fitur duet dan ada 1 masalah lagi sebelumnya ada lokasi saat mau mengupload tapi kenapa lama lama hilang lokasinya saya mohon dibantu semua masalah ini cuma ini yang saya sampaikan assalamu'alaikum warahmatullahi wa
Fina Elsyssrn,4,2024-04-16 13:36:08,Tolong di perbaiki kembali saya sudah mendownload tiktok dan ada semacam bug yaitu saat saya memencet tiktok muncul sebuah aplikasi yang menyuruh saya untuk membuka tiktok dari play store itu semacam bug atau bukan ya?
Fidon Al ashar,3,2024-04-16 13:21:05,"pelanggaran terus menerus, padahal konten orang lain juga banyak yang mengandung unsur kekerasan, terus disuruh up konten seperti apa.. sedikit sedikit pelanggaran , konten cuma kembang api Ndak ada unsur yang lain.. banyak juga kreator lain up konten seperti itu tapi kenapa dengan saya malah dapat peringatan pelanggaran.. mohon pencerahannya"
Khayatul Husna,5,2024-04-16 13:06:12,"Aplikasinya sudah bagus. Tetapi, di device saya masih ada beberapa bug. Contohnya, kadang bisa tiba-tiba keluar dari aplikasi dengan sendirinya, atau kadang lag tidak bisa di geser. Tapi, saya tidak terlalu merasa terganggu. Kedepannya, tolong tingkatkan lagi, developer"
Cristian Denis,4,2024-04-16 09:50:31,"aplikasi sejauh ini berjalan sangat baik,tidak ada kendala selama memakai aplikasi ini, tapi tolong untuk pihak tiktok jangan terlalu sensitif akun yang saya pakai mengalami ""akun ditangguhkan"" dan kena pembatasan usia dan menyebabkan tidak bisanya saling mengirim vt kepada teman² yang ada di tiktok,terimakasih"
Agam Agam,5,2024-04-16 08:58:32,Aplikasinya bagus banyak yang menghibur tapi ada beberapa permasalahan misalnya ada video yang sound nya tidak tersedia!!
Tiyo NANGO,4,2024-04-16 06:42:09,"Tik tok saya keknya bermasalah, soalnya suaranya ga muncul, padahal udah di uninstall trus instal ulang, lid restart hp, tetep ga bisa, itu gimana yaa, Mohon kebijakannya"
Fendyk Setiawan,1,2024-04-16 00:55:28,"1. Giliran check in, muncul tulisan akun dikunci. 2. Tarik dana pakai verifikasi segala, masuk ke dana verifikasi, masuk lg ke tiktok, vetifikasi lagi, gitu terus sampai kiamat nggak slesai2. 3. Telusuri tiktokshop sampai 60 detik, diulang sampai 2x, koin nggak bertambah. Jika tidak niat kasih koin, nggak usah bikin bnyak masalah gini donk....!!!!,😡 Kok beda dg apk lain, bisa satset nggak ada masalah dpat koinnya"
Andriansyah Prasetyo,2,2024-04-15 23:41:32,"tolong, tolong banget ini mah soal tiktok marketplace sediakan jasa ekspedisi lain selain Jnt. why??? karna expedisi Satu-satunya di Indonesia yg tanggung jawab nya sangat minim ditambah kinerja mereka selama 2 bulan terakhir parahhh ngirim barang tidak sampai tujuan yg jelasss"
H i r o,1,2024-04-15 23:32:18,"Tolong lah yaa, saya sudah berulang kali menggunakan fitur ""tidak tertarik"" pada konten yg muncul di akun saya, dan juga menandai tagar yang yang kurang menarik minat saya dan tidak saya sukai. Tapi apa hasilnya? Masih banyak konten serupa dan tagar yang sudah saya tandai sebagai ""tidak tertarik"" TETAP SAJA MUNCUL DIBERANDA SAYA. APAKAH MEMANG PIHAK ANDA TIDAK MENDENGARKAN KEINGINAN PENGGUNA???? JUJUR SAJA SAYA SANGAT TERGANGGU DENGAN HAL INI"
Azell,1,2024-04-15 22:52:06,"knp akhir"" tiktok aneh bgt!?,mulai dari logo apknya tiba"" berubah jdi logo android,trs pas di download lg logo nya udh normal si,tapi jadi ngelag terus,udah login tapi pas di tinggal sebentar dan masuk ke tiktoknya lagi malah akunnya hilang dan harus login lagi!?,gabisa nyalain subtitle terjemahan nya,gabisa download videonya tulisannya 0% tiba tiba ada tulisan ""tidak dapat mengunduh silahkan coba lagi"" ak bkl kasi bintang 5 kalau udh diperbaiki!!!!"
Krisna Eddy Saputra,2,2024-04-15 20:36:39,"Tiktok saya gatau kenapa ga bisa nonton live dan ga bisa menyediakan live, sedangkan punya org lain entah temen atau sodara pada bisa semua, punya saya doang yg aneh, padahal udah update paling terbaru"
8A-Rasyid,2,2024-04-15 19:51:27,"perlu perbaikan bug terkait notifikasi chat di tiktok karena terkadang tidak muncul notifikasinya, terkadang juga ada video yang tidak muncul tetapi ada suaranya saja. mohon perbaikan nya"
Klwrtdh,2,2024-04-15 18:51:34,"Setelah du update tiktok banyak bug nya, contohnya ketika upload 1 foto di Deri teks itu manjadi video tidak foto ,tolong diperbaiki saya beri bintang 2 dulu yaa, kalo udah normal lagi aku tambah bintangnya😊🙏"
Farid Mahri 1978,4,2024-04-15 18:00:43,Sangat bagus tapi sayang jika ada kajian atau tausiyah ataupun ceramah agama terkadang suara musiknya jauh lbh keras sehingga mengurangi fokus dalam isi dakwah yg disampaikan. Terima kasih.
Ais Aisyah,5,2024-04-15 17:57:14,Suka banget Ama tiktok bagus buat konten kasih 4 karena aku saya terkena batas usia jadi kapan bisa kembali seperti dulu fiturnya banyak yg gk bisa jadi nyesek padahal udah lumayan vt ku padahal dulu aman aja bisa kembali lagi gk akun ku
Yes Chan,4,2024-04-15 16:28:52,TikTok Emang bagus banget tapi aku menemukan satu masalah yaitu masalah tiktok shop bug cod bayar ditempat kenapa gk bisa ada yang bilang karna batalin pesanan harus ganti akun tapi aku ganti akun tetep nggak bisa gimana ngatasinnya ya tiktok makasih.
Cahaya Diningrum,1,2024-04-15 16:19:38,"Tau ah min kecewa berat!, masa punya saya ngebug mulu ga bisa masuk, padahal langkah"" nya udah saya lakuin terus masa ga bisa masuk, pas masuk malahan tiba"" keluar, gimana sih, tolong min ini mah atuh, kalo ga gitu lagi nanti saya kasih ranting tinggi"
Aqmelia Yuanita,3,2024-04-15 12:14:34,"ak si suka ya sm ini aplikasi, tp ak keselnya gabisa pake salah satu filternya pasti ada ""filter ini tidak mendukung perangkat anda"" kan kek apa gitu kesannya, semua orang pasti juga mau pake filternya knp harus mandang hp? ya ak tau hp ak emg kentang/ga bagus, tpi ya hargai lah anjr gausa se drama itu."
Bagus maulana ilham,1,2024-04-15 11:13:29,"Aneh, nge reply komentar ilang terus, sampe ke 4x nya ngereply 1 komen di 1 postingan, tetep ilang, bukan cuma di 1 postingan aja yang reply an komennya ilang, banyak di postingan lain. Klik video malah Konten tidak tersedia, padahal di akun lain muncul. Aneh banget"
Steven Volcanion,3,2024-04-15 10:44:07,Sblum nya tidak ada masalah tapi ntah kenapa tiba² fyp nya hampir semua video luar negeri dan sring kali muncul video punya lagu yg sama dan muncul video sepi like yg tidak pernah saya sukai setiap kali di restar dan download ulang kembali ke akun yg sama tetap saja fyp nya sama hanya muncul sebentar fyp lokal bbrapa kali lewat dan mslah seperti tdi terjadi lgi tlong perbaikan nya.
Dial ll,4,2024-04-15 02:10:20,Tolong min apk tiktoknya udah bagus . cuman saya kurang suka tamplian nya terlalu gede..saya mau kecil..dan tolong di pengaturan ukuran teks bisa lebih kecil lagi🥰
Juma Ali,3,2024-04-14 22:43:19,tiktok saya kok tidak bisa dibuka ya? padahal penyimpanan hp saya Masih banyak dan saya coba restart berkali kali juga masih stuck di logo tiktoknya.ini bug atau apa sih?
Zaazi Chan,2,2024-04-14 22:12:40,"Sya mau pesan di tik tok shop namun daerah saya tidak terjangkau/tidak ada di pilihan wilayah,mohon untuk ditambahkan wilayah wilayah kecilnya, fitur slide tidak ada."
Dian Aulia,1,2024-04-14 21:26:02,"Saran Yah Teruntuk Tiktok Saya sebagai Affiliate merasa dirugikan sekali, bisa nggak sih kalau ada video pelanggaran diperingatkan saja Dulu maksimal 1 hari misal kalau ada kesalahan di video nya tersebut jangan main kasih poin pelanggaran tinggi seenaknya aja, kebanyakan yang jadi affiliate itu ibu2 rumah tangga yang gak ngerti apa2 kalau kebijakan tiktok seperti ini terus menerus lama2 kami para affiliate akan pindah beralih ke Shopee atau marketplace yang lain, KECEWA 😣"
Syarbini SAg,1,2024-04-14 20:08:23,Cukup bintang satu ya... Tiktok tidak layak bintang lima... banyak akun palsu dan konten palsu tak mampu tiktok mendeteksinya... Saya laporkan pun akun tersebut tiktok tak mampu mendeteksinya... Bahkan yang tiktok blacklist kebanyakan akun bagus misinya..... Tolong tiktok perbaiki codingnya...
Kia Nasuha,5,2024-04-14 16:41:39,"Terimakasih Banyak kepada Tiktok dan pihak pihak yang terkait, dengan tiktok saya bisa membuka akun dan ramai penonton. Meskipun tidak dapat menghasilkan uang dari konten yang saya buat namun itu sudah sangat membanggakan diri sendiri atas keramaian penonton. Tiktok adalah aplikasi sarana hiburan yang diisi berbagai banyak konsep dan tema hiburan , Terlepas dari kelebihan tiktok juga punya kekurangan yang cukup banyak. Namun tetap saja, Kekurangan juga punya kelebihan."
Kim Shofi,4,2024-04-14 14:27:11,"Nga-update muluk lu tiktok, seminggu sekali, baru Minggu kemaren di update. Komen kalau gak seberapa gak usah lah di hapus, pake acara dihukum segala akunnya, gak bisa nulis bio lah, gak bisa kirim pesan selama 3 bulan lah, padahal lhoo sepele gak ngata ngatain orang."
